TIME,Oy,Ox,Dy,Dx,Q,CITY
43200.0,117.72586,24.462454,118.142244,24.53721,1,1
43200.0,117.726879,24.463834,118.083083,24.463653,1,1
43200.0,118.135152,24.488639,117.660653,24.507228,1,0
43200.0,117.651115,24.509791,118.152735,24.541456,1,1
43200.0,117.681535,24.499417,118.142244,24.53721,1,1
43200.0,118.104304,24.588292,117.634094,24.535698,1,0
43200.0,118.148835,24.525129,117.638393,24.524631,1,0
43265.0,118.163991,24.525652,117.714186,24.524409,1,0
43409.0,117.68641,24.49776,118.125957,24.688029,1,1
43489.0,117.663068,24.50154,118.173142,24.489901,1,1
43519.0,117.671447,24.493314,118.182296,24.476885,1,1
43526.0,117.681713,24.518851,118.201455,24.481706,1,1
43606.0,117.682608,24.494727,118.100355,24.50216,1,1
43634.0,117.706689,24.495121,118.142244,24.53721,1,1
43663.0,117.717946,24.506974,118.140778,24.525338,1,1
43728.0,118.128502,24.476178,117.68464,24.502616,1,0
43800.0,118.042655,24.557796,117.63314,24.520533,1,0
43800.0,117.636071,24.521436,118.104215,24.579967,1,1
43812.0,118.133369,24.489486,117.719453,24.513209,1,0
43862.0,117.664934,24.514818,118.124558,24.469663,1,1
43886.0,118.136059,24.495228,117.706696,24.49512,1,0
43888.0,117.665808,24.485995,118.180162,24.4676,1,1
43957.0,117.681964,24.486421,118.119923,24.467347,1,1
44027.0,117.678042,24.499632,118.115663,24.469199,1,1
44030.0,118.124867,24.47012,117.716652,24.530926,1,0
44034.0,118.125779,24.479507,117.684013,24.495293,1,0
44049.0,117.720219,24.533228,118.137399,24.521321,1,1
44070.0,118.086681,24.484425,117.659419,24.505525,1,0
44112.0,118.151437,24.47556,117.687053,24.512867,1,0
44215.0,118.099274,24.480778,117.715232,24.53183,1,0
44252.0,118.142764,24.513166,117.631099,24.508689,1,0
44297.0,118.04384,24.487945,117.658672,24.518319,1,0
44400.0,117.692819,24.506527,118.17638,24.49725,1,1
44400.0,117.646185,24.50638,118.130098,24.422478,2,1
44400.0,117.706002,24.500972,118.148666,24.519397,1,1
