,TIME,Oy,Ox,Dy,Dx,Q,CITY
1955,55200.0,118.150574,24.471186,118.198137,25.056427,1,0
1952,55200.0,118.188432,25.044989,118.115532,24.499996,1,1
1960,55221.0,118.135045,24.486271,118.233913,25.069256,1,0
1961,55232.0,118.079433,24.603657,118.175247,25.057292,1,0
1962,55240.0,118.196417,25.044616,118.130394,24.48427,1,1
1963,55281.0,118.170761,24.459534,118.082842,25.024092,1,0
1964,55306.0,118.125859,24.489626,118.097768,24.944442,2,0
1967,55368.0,118.182705,25.054991,118.129045,24.54211,1,1
1970,55435.0,118.11791,24.464139,118.172865,25.078714,1,0
1971,55459.0,118.158992,25.066314,118.105614,24.582672,1,1
1972,55476.0,118.13795,24.493329,118.235483,25.062555,1,0
1973,55492.0,118.184537,24.475632,118.206964,25.058025,1,0
1975,55551.0,118.096804,24.571295,118.202207,25.038912,1,0
1976,55566.0,118.118177,25.009217,118.164412,24.505296,1,1
1977,55656.0,118.163843,24.49351,118.185149,25.06466,1,0
1978,55659.0,118.049598,25.241081,118.117029,24.503036,1,1
1979,55661.0,118.15687,25.050232,118.147652,24.492991,1,1
1982,55691.0,118.196184,24.483183,118.202269,25.059489,1,0
1983,55701.0,118.069533,25.009962,118.144614,24.490569,1,1
1984,55707.0,118.080263,24.631429,118.159795,25.055117,2,0
1985,55733.0,118.200191,25.058562,118.158971,24.494043,1,1
2008,55800.0,118.062348,25.216674,118.130268,24.422478,2,1
2011,55800.0,118.191122,25.056876,118.123257,24.475567,1,1
2014,55800.0,118.167383,24.455169,118.049997,25.231167,1,0
2025,55800.0,118.101399,24.45607,118.198748,25.063896,1,0
2002,55800.0,118.199816,25.056169,118.136807,24.491125,1,1
1989,55800.0,118.120221,24.515298,118.193934,25.058016,1,0
1992,55800.0,118.107345,24.519968,118.216388,25.050021,1,0
2019,55800.0,118.202412,25.067959,118.12465,24.484393,1,1
2016,55800.0,118.178053,25.066435,118.104947,24.587482,1,1
2024,55800.0,118.113306,24.485373,118.199321,25.062586,1,0
2015,55800.0,118.167383,24.455169,118.049997,25.231167,1,0
1991,55800.0,118.002369,24.998878,118.108114,24.517651,1,1
2022,55800.0,118.116932,24.486285,118.199321,25.062586,1,0
2010,55800.0,118.206133,25.050145,118.124187,24.494287,1,1
1987,55800.0,118.14061,24.53905,118.208166,25.049223,1,0
2007,55800.0,118.234231,25.063492,118.180211,24.472684,1,1
2018,55800.0,118.116327,24.464977,118.193665,25.041266,1,0
2029,55800.0,118.114531,24.491269,118.002888,24.999617,1,0
2001,55800.0,118.047118,25.228208,118.123399,24.475099,2,1
2030,55800.0,118.097215,24.58415,118.013559,25.016327,1,0
1990,55800.0,118.177503,25.067518,118.12188,24.534874,1,1
2023,55800.0,118.200577,25.038966,118.15847,24.515642,2,1
1998,55800.0,118.165986,24.470091,118.19395,25.05839,1,0
2027,55800.0,118.205891,25.050089,118.124187,24.494287,1,1
1988,55800.0,118.14061,24.53905,118.208166,25.049223,1,0
1995,55800.0,118.097277,24.583833,118.013559,25.016327,1,0
1993,55800.0,118.104445,25.017404,118.121777,24.506234,1,1
1996,55800.0,118.15701,24.507935,118.179846,25.059144,1,0
2031,55824.0,118.107908,24.51243,118.19281,25.05556,1,0
2032,55842.0,118.103285,24.468708,118.178121,25.051061,1,0
2033,55860.0,118.179463,25.04995,118.132368,24.494135,1,1
2034,55879.0,118.170839,24.472632,118.175839,25.057015,1,0
2035,55886.0,118.110445,25.131019,118.082827,24.448068,1,1
2036,55927.0,118.125549,24.472454,118.169495,25.078411,1,0
2041,56096.0,118.190585,25.045899,118.133157,24.447373,1,1
2045,56112.0,118.192334,25.053096,118.123393,24.478232,1,1
2047,56125.0,118.103715,24.469756,118.039977,25.230408,1,0
2051,56336.0,118.186848,25.044753,118.127066,24.550346,1,1
2052,56374.0,118.236703,25.071147,118.169066,24.530687,1,1
2061,56400.0,118.137411,24.532008,118.058172,25.23035,1,0
2060,56400.0,118.092102,24.493012,118.176762,25.067791,1,0
2053,56400.0,118.032909,24.56635,118.198476,25.044406,1,0
2058,56400.0,118.102978,24.577766,118.168375,25.06455,1,0
2063,56400.0,118.079938,24.460092,118.190271,25.052069,1,0
2057,56400.0,118.14278,24.515578,118.200907,25.045821,1,0
2054,56400.0,118.102978,24.577766,118.20618,25.071401,1,0
2056,56400.0,118.190735,25.049518,118.151191,24.529125,1,1
2065,56435.0,118.190165,25.049999,118.055882,24.604328,1,1
2070,56575.0,118.112939,24.512591,118.17493,25.062925,1,0
2071,56604.0,118.18013,25.05571,118.136017,24.48836,1,1
2072,56605.0,118.176759,24.503872,118.158141,25.069517,1,0
2074,56617.0,118.132214,24.423837,118.210622,25.043036,1,0
2075,56642.0,118.156034,25.066578,118.137497,24.493022,1,1
2076,56646.0,118.117054,24.503231,118.032451,25.204782,1,0
2077,56670.0,118.192989,25.045412,118.092438,24.446704,1,1
2078,56674.0,118.195296,25.044361,118.18493,24.504156,1,1
2079,56709.0,118.202202,25.067071,118.113823,24.477688,1,1
2082,56792.0,118.16035,25.056688,118.114446,24.607657,1,1
2085,56922.0,118.082135,24.482268,118.097035,25.013577,1,0
2087,56969.0,118.163684,24.497677,118.213696,25.04421,1,0
2089,57000.0,118.101399,24.45607,118.198748,25.063896,1,0
2098,57000.0,118.078911,24.633657,118.004962,25.000429,1,0
2099,57000.0,118.149777,24.505034,118.182683,25.049734,1,0
2097,57000.0,118.167601,24.52588,118.100151,25.01281,1,0
2100,57000.0,118.157305,25.04904,118.15878,24.49494,1,1
2090,57000.0,118.115532,24.499996,118.185639,25.047627,1,0
2096,57000.0,118.169123,25.065226,118.133797,24.503216,2,1
2091,57000.0,118.158994,24.523987,118.202207,25.038912,1,0
2102,57024.0,118.226892,25.071523,118.122702,24.534155,1,1
2103,57025.0,118.197467,25.06122,118.153286,24.514971,1,1
2104,57078.0,118.097768,24.944442,118.125859,24.489626,2,1
2107,57145.0,118.225987,25.064171,118.079019,24.633511,1,1
2108,57152.0,118.105073,24.511615,118.208372,25.054921,1,0
2109,57153.0,118.190863,25.057417,118.18496,24.504047,1,1
2110,57196.0,118.20031,25.05436,118.055945,24.604333,1,1
2111,57236.0,118.199963,25.056296,118.05425,24.59159,1,1
2112,57252.0,118.067507,24.591783,118.204919,25.06184,1,0
2114,57301.0,118.047351,24.578636,118.19321,25.037201,2,0
2118,57390.0,118.112023,24.58675,118.171561,25.061912,1,0
2119,57395.0,118.112724,24.518938,118.21095,25.057961,1,0
2121,57429.0,118.166695,25.129701,118.048914,24.568533,2,1
2129,57600.0,118.183968,25.050512,118.093556,24.467371,1,1
2126,57600.0,118.040903,25.213687,118.12459,24.505205,1,1
2138,57600.0,118.095304,24.95571,118.113293,24.525589,1,1
2149,57600.0,118.072963,25.011167,118.118997,24.52304,1,1
2143,57600.0,118.241947,25.074368,118.152323,24.542164,1,1
2133,57600.0,118.240171,25.076127,118.142242,24.537209,2,1
2135,57600.0,118.190863,25.044895,118.079019,24.633511,1,1
2144,57600.0,118.113829,24.574644,118.060034,25.221334,1,0
2155,57600.0,118.100298,24.50636,118.086705,24.982194,1,0
2134,57600.0,118.240171,25.076127,118.142242,24.537209,1,1
2139,57600.0,118.080213,24.460465,118.191445,25.051039,1,0
2127,57600.0,118.079019,24.633511,118.055688,25.235666,1,0
2148,57600.0,118.193687,25.054876,118.147482,24.509539,1,1
2131,57600.0,118.139729,24.517177,118.191257,25.040309,1,0
2141,57600.0,118.18673,24.48724,117.994402,25.000568,1,0
2136,57600.0,118.089257,24.457906,118.162012,25.06962,1,0
2146,57600.0,118.069345,25.014363,118.131059,24.507792,1,1
2154,57600.0,118.19019,25.039167,118.12726,24.473748,2,1
2128,57600.0,118.145101,24.485233,118.073226,25.018177,1,0
2156,57610.0,118.139763,24.609126,118.156687,25.063749,1,0
2157,57628.0,118.187162,24.505938,118.205024,25.06176,1,0
2158,57632.0,118.067386,24.560558,118.164854,25.064086,2,0
2159,57649.0,118.105276,24.48684,118.027994,25.198088,1,0
2160,57651.0,118.046561,24.578577,118.19321,25.037201,2,0
2161,57726.0,118.177419,25.067558,118.12188,24.534874,1,1
2163,57751.0,118.189371,25.055482,118.144714,24.519995,1,1
2166,57791.0,118.094795,24.495928,118.191137,25.053227,1,0
2170,57835.0,118.156438,24.525103,118.095154,25.16829,1,0
2172,57864.0,118.157184,24.509971,118.164854,25.064085,1,0
2174,57910.0,118.09162,24.446313,118.191591,25.059561,1,0
2176,58093.0,118.189708,25.038959,118.116917,24.50327,1,1
2179,58176.0,118.196468,25.044567,118.116661,24.514388,1,1
2191,58200.0,118.100234,25.012592,118.100204,24.453107,1,1
2187,58200.0,118.091797,24.988709,118.066268,24.615474,1,1
2185,58200.0,118.190735,25.049518,118.151191,24.529125,1,1
2182,58200.0,118.089636,24.936834,118.121819,24.510903,1,1
2196,58277.0,118.160349,25.063389,118.17565,24.477121,1,1
2197,58322.0,118.165848,25.067115,118.13983,24.48722,1,1
2198,58340.0,118.202412,25.067959,118.084177,24.459329,1,1
2199,58351.0,118.207171,25.031286,118.082107,24.482258,1,1
2203,58544.0,118.19208,25.052343,118.115673,24.458521,1,1
2205,58633.0,118.226841,25.071363,118.140707,24.611815,2,1
2210,58759.0,118.22687,25.071478,118.140707,24.611815,2,1
2216,58800.0,118.009217,25.017188,118.177901,24.464977,1,1
2221,58800.0,118.162842,25.048362,118.153678,24.541629,1,1
2226,58860.0,117.948983,25.01747,118.164295,24.511931,1,1
2228,58865.0,118.224966,25.065531,118.118925,24.511809,1,1
2230,58945.0,118.224966,25.065531,118.118925,24.511809,1,1
2234,59064.0,118.17812,25.051061,118.12022,24.515298,2,1
2235,59158.0,118.225796,25.066773,118.137411,24.532008,1,1
2236,59194.0,118.225796,25.066773,118.137411,24.532008,2,1
2237,59203.0,118.208408,25.052161,118.13337,24.489486,1,1
2238,59278.0,118.121614,24.50682,118.175221,25.057064,1,0
2239,59310.0,118.196633,25.035353,118.183877,24.464258,1,1
2242,59371.0,118.141264,24.498289,118.1918,25.056076,1,0
2276,59400.0,118.090167,24.937345,118.117029,24.503036,1,1
2269,59400.0,118.135076,24.525767,118.178166,25.057424,1,0
2248,59400.0,118.095136,24.948197,118.117567,24.52294,1,1
2279,59400.0,118.150422,24.528024,118.10444,25.020067,1,0
2275,59400.0,118.183968,25.050512,118.093556,24.467371,1,1
2257,59400.0,118.19284,25.054024,118.115673,24.458521,1,1
2271,59400.0,118.08003,24.613292,118.038076,25.22922,1,0
2280,59400.0,118.034343,24.566401,118.168397,25.064719,2,0
2262,59400.0,118.193934,25.058016,118.151024,24.487572,1,1
2273,59400.0,118.168336,25.057706,118.164542,24.472297,1,1
2261,59400.0,118.195543,24.472164,118.198846,25.063863,1,0
2246,59400.0,118.204729,25.06845,118.118114,24.586791,1,1
2255,59400.0,118.232275,25.069422,118.180908,24.501836,1,1
2283,59400.0,118.100528,24.456446,118.190484,25.044965,1,0
2249,59400.0,118.066162,24.558804,118.104441,25.020069,1,0
2250,59400.0,118.104963,24.586836,118.180116,25.063326,1,0
2277,59400.0,118.013128,25.016711,118.047088,24.578904,1,1
2274,59400.0,118.168816,25.058173,118.164542,24.472297,1,1
2260,59400.0,118.001919,24.999195,118.085731,24.447213,1,1
2252,59400.0,118.181542,25.061102,118.150922,24.488981,1,1
2284,59424.0,118.145792,24.48906,118.158258,25.062506,1,0
2285,59472.0,118.148821,24.505807,118.184325,25.057122,2,0
2290,59576.0,118.1095,24.581653,118.194497,25.040915,2,0
2292,59616.0,118.236983,25.071186,118.146778,24.520591,1,1
2294,59629.0,118.085741,24.4845,118.198362,25.044847,1,0
2295,59677.0,117.94758,25.021695,118.126106,24.584711,1,1
2296,59685.0,118.143502,24.501659,118.204986,25.061755,1,0
2297,59691.0,118.029676,25.201625,118.165694,24.529576,2,1
2298,59747.0,118.05446,25.233829,118.095429,24.488915,1,1
2300,59784.0,118.144053,24.505227,118.180331,25.070758,2,0
2302,59792.0,118.183099,25.068378,118.070618,24.558833,1,1
2303,59835.0,118.121507,24.506774,118.175221,25.057064,1,0
2305,59881.0,118.053505,24.579699,118.193082,25.045135,1,0
2308,59932.0,118.202207,25.038912,118.128533,24.482473,1,1
2309,59945.0,118.208389,25.052676,118.165937,24.529001,1,1
2311,59963.0,118.039943,25.230506,118.171327,24.518031,1,1
2313,59985.0,118.205679,25.052204,118.182296,24.476885,1,1
2315,59996.0,118.17093,25.057356,118.060822,24.618821,1,1
2318,60000.0,118.189394,25.055362,118.144714,24.519995,1,1
2322,60000.0,118.135076,24.525767,118.178166,25.057424,1,0
2320,60000.0,118.167733,25.056393,118.150621,24.48764,1,1
2316,60000.0,118.192389,25.036466,118.162263,24.439906,2,1
2323,60000.0,118.166332,25.054095,118.074499,24.626224,1,1
2325,60026.0,118.109933,24.582492,118.19409,25.054853,1,0
2329,60185.0,118.112934,24.522754,118.00219,24.998304,1,0
2330,60190.0,118.168397,25.064718,118.140998,24.494613,1,1
2331,60213.0,118.116052,24.61102,118.057759,25.014439,1,0
2335,60249.0,118.1915,25.050338,118.117708,24.466309,1,1
2336,60268.0,118.182552,24.499563,118.18364,25.04315,1,0
2338,60284.0,118.133014,24.510099,118.192634,25.044922,1,0
2340,60320.0,118.048914,24.568533,118.043931,25.229107,1,0
2344,60365.0,118.129892,24.478883,118.161931,25.072804,1,0
2350,60579.0,118.153747,24.528706,118.191116,25.053333,1,0
2360,60600.0,118.137825,24.517926,118.206948,25.058051,1,0
2361,60600.0,118.08003,24.613292,118.038076,25.22922,1,0
2353,60600.0,118.241774,25.074291,118.152323,24.542164,1,1
2352,60600.0,118.125191,24.477208,118.187624,25.044888,1,0
2355,60600.0,118.058044,24.495275,118.038076,25.22922,1,0
2354,60600.0,118.034193,24.530229,118.038076,25.22922,1,0
2363,60663.0,118.120463,24.52627,118.235929,25.068855,1,0
2364,60672.0,118.195935,25.038406,118.152427,24.506468,1,1
2366,60754.0,118.065594,24.611985,118.180549,25.04181,1,0
2367,60767.0,118.119077,24.467735,118.189998,25.05579,1,0
2370,60858.0,118.049233,25.240121,118.111188,24.473669,1,1
2374,60921.0,118.028358,24.560278,118.1918,25.056076,1,0
2376,60930.0,118.149379,24.500343,118.191116,25.053333,1,0
2378,60981.0,118.066683,25.22958,118.168321,24.533602,1,1
2379,60999.0,118.055584,25.235568,118.185599,24.504714,1,1
2382,61058.0,118.191731,25.054499,118.115817,24.529538,1,1
2384,61059.0,118.112065,24.608387,118.17812,25.051061,2,0
2383,61059.0,118.16649,25.078303,118.123401,24.514354,1,1
2386,61071.0,118.166144,24.507168,118.04296,25.022062,1,0
2387,61102.0,118.104451,25.018822,118.126106,24.584711,1,1
2389,61164.0,118.231743,25.071273,118.145406,24.488,1,1
2391,61171.0,118.152687,24.514927,118.180059,25.056143,1,0
2392,61191.0,118.131853,24.498345,118.153711,25.050263,1,0
2441,61200.0,118.10638,24.567413,118.178811,25.056862,1,0
2400,61200.0,118.206714,25.065719,118.17835,24.462869,1,1
2399,61200.0,118.097775,24.441604,118.191116,25.053333,1,0
2419,61200.0,118.213817,25.044139,118.138292,24.471674,1,1
2428,61200.0,118.161822,24.523355,118.043914,25.227809,1,0
2438,61200.0,118.180298,25.041299,118.122026,24.492685,1,1
2439,61200.0,118.098927,25.012676,118.062593,24.569191,1,1
2427,61200.0,118.13467,24.502243,118.013449,25.020698,1,0
2397,61200.0,118.049553,24.61369,118.193211,25.037201,1,0
2435,61200.0,118.199528,25.063043,118.082135,24.482268,1,1
2418,61200.0,118.125518,24.510922,118.198849,25.063605,1,0
2409,61200.0,118.163606,25.072031,118.11847,24.47992,1,1
2422,61200.0,118.213605,25.045473,118.058333,24.56423,1,1
2396,61200.0,118.194073,25.034139,118.06397,24.558607,1,1
2393,61200.0,118.182339,24.477001,118.184326,25.057125,1,0
2410,61200.0,118.188504,24.504009,118.182879,25.061878,1,0
2404,61200.0,118.004555,24.99909,118.178678,24.477516,1,1
2394,61200.0,118.201804,25.039209,118.177138,24.483397,1,1
2430,61200.0,118.192401,25.04572,118.098604,24.628401,1,1
2442,61200.0,118.150422,24.528024,118.10444,25.020067,1,0
2433,61200.0,118.072443,24.562697,118.1962,25.03829,1,0
2406,61200.0,118.241621,25.073942,118.079019,24.633512,1,1
2443,61200.0,118.091617,24.446309,118.196194,25.043057,1,0
2402,61200.0,118.113659,24.582844,118.208154,25.046421,1,0
2398,61200.0,118.155835,24.529281,118.153817,25.054449,1,0
2440,61200.0,118.129892,24.478883,118.016493,25.194556,1,0
2437,61200.0,118.201049,25.058224,118.159962,24.520168,1,1
2426,61200.0,118.128966,24.596242,118.168397,25.064718,1,0
2445,61257.0,118.204658,25.061638,118.120427,24.477209,1,1
2446,61265.0,118.150483,24.524909,118.230949,25.085683,1,0
2449,61335.0,118.164292,24.51193,118.191119,25.053334,1,0
2450,61365.0,118.137445,24.49384,117.948156,25.023365,1,0
2451,61366.0,118.165324,24.525517,118.044561,25.232046,1,0
2452,61376.0,118.116198,24.610914,118.057759,25.014439,1,0
2453,61379.0,118.092383,24.446768,118.192965,25.04543,1,0
2454,61384.0,118.151443,24.514153,118.17354,25.05031,1,0
2455,61385.0,118.231743,25.071273,118.145406,24.488,1,1
2456,61529.0,118.188451,25.04526,118.182296,24.476885,1,1
2457,61685.0,118.193798,24.472935,118.224959,25.081185,1,0
2460,61743.0,118.195801,25.03753,118.146397,24.492869,1,1
2461,61771.0,118.193017,25.052705,118.092419,24.498142,1,1
2462,61775.0,118.019122,24.58581,118.173633,25.067914,1,0
2466,61800.0,118.172528,24.489009,118.165333,25.049626,1,0
2473,61800.0,118.170805,24.472305,118.201076,25.05817,1,0
2464,61800.0,118.221472,25.07511,118.159926,24.520232,1,1
2471,61800.0,118.173924,24.458104,118.021678,25.20823,1,0
2469,61800.0,118.085741,24.4845,118.198362,25.044847,1,0
2476,61800.0,118.189704,25.051898,118.131323,24.493367,1,1
2477,61800.0,118.0952,25.168271,118.125357,24.47121,1,1
2465,61800.0,118.182552,24.47721,118.191704,25.049285,1,0
2467,61800.0,118.182407,24.485037,118.188876,25.039757,1,0
2468,61800.0,118.1918,25.056076,118.131574,24.487166,1,1
2478,61800.0,118.166369,25.081073,118.181386,24.499124,1,1
2481,61854.0,118.073569,25.217193,118.12102,24.602666,1,1
2482,61863.0,118.127446,24.543718,118.040485,25.23039,1,0
2483,61871.0,118.098647,25.003985,118.085876,24.454622,1,1
2484,61885.0,118.138426,24.503369,118.0952,25.168271,2,0
2485,61903.0,118.103214,24.461807,118.059291,25.013696,2,0
2488,62000.0,118.11439,24.464493,118.193665,25.041266,1,0
2489,62002.0,118.071992,24.560829,118.00943,25.015125,1,0
2490,62023.0,118.165825,24.511919,118.004961,25.00043,1,0
2492,62032.0,118.163138,25.062864,118.060822,24.618821,1,1
2493,62040.0,118.10638,24.567413,118.178811,25.056862,1,0
2495,62064.0,118.151805,24.528408,118.168816,25.058173,1,0
2496,62065.0,118.062709,24.58143,118.194739,25.058058,1,0
2497,62077.0,118.062109,25.229647,118.162912,24.502929,1,1
2501,62251.0,118.144426,24.478625,118.093431,25.01862,1,0
2502,62320.0,118.137737,24.495989,118.189117,25.055852,1,0
2507,62400.0,118.17658,24.483817,118.099021,25.013226,1,0
2511,62400.0,118.187357,24.503649,118.180778,25.048304,1,0
2514,62400.0,118.20142,25.048114,118.119067,24.46788,1,1
2513,62400.0,118.091535,24.596099,118.192259,25.053146,1,0
2518,62495.0,118.026822,25.217352,118.142242,24.537209,1,1
2520,62504.0,118.12156,24.522707,118.194558,25.045346,2,0
2521,62511.0,118.17397,25.074792,118.103287,24.468708,2,1
2522,62512.0,118.120358,24.520723,118.208205,25.047871,1,0
2523,62592.0,118.140766,24.494161,118.157541,25.051348,1,0
2525,62633.0,118.105865,24.535448,118.206076,25.051399,1,0
2528,62734.0,117.949228,25.020004,118.108708,24.595497,1,1
2529,62820.0,118.18496,24.504047,118.195614,25.044688,1,0
2530,62862.0,118.194935,25.039968,118.120148,24.492548,1,1
2532,62943.0,118.12005,24.520882,118.208205,25.047871,1,0
2535,62962.0,118.212733,25.050903,118.182369,24.501971,1,1
2572,63000.0,118.212315,25.061578,118.135944,24.499958,1,1
2541,63000.0,118.161681,25.069507,118.060175,24.617964,1,1
2551,63000.0,118.204925,25.06184,118.145727,24.497795,1,1
2542,63000.0,118.161681,25.069507,118.060175,24.617964,1,1
2554,63000.0,118.199528,25.063043,118.082135,24.482268,1,1
2574,63000.0,118.15604,25.066578,118.082135,24.482268,1,1
2545,63000.0,118.185929,25.061006,118.064931,24.571802,1,1
2550,63000.0,118.19441,25.039208,118.100527,24.456227,1,1
2575,63000.0,118.15604,25.066578,118.082135,24.482268,1,1
2552,63000.0,118.049999,25.230607,118.112228,24.466245,1,1
2563,63000.0,118.193246,25.056174,118.177618,24.462776,1,1
2569,63000.0,118.205165,25.068813,118.161159,24.527312,2,1
2570,63000.0,118.101312,25.016421,118.094823,24.460742,1,1
2544,63000.0,118.100348,24.995856,118.089561,24.443182,1,1
2580,63016.0,118.194323,25.050281,118.195656,24.52899,1,1
2585,63365.0,118.203157,25.067366,118.14807,24.489312,1,1
2586,63373.0,118.130418,24.550797,118.203798,25.050545,1,0
2587,63391.0,117.952967,25.016319,118.152707,24.541445,1,1
2588,63421.0,118.170854,24.459635,118.16039,25.068981,1,0
2590,63483.0,118.080039,24.450094,118.058597,25.015608,3,0
2591,63519.0,118.19441,25.039208,118.100527,24.456227,1,1
2594,63554.0,118.069267,25.226781,118.110719,24.467463,1,1
2596,63595.0,118.091935,24.448726,118.199971,25.066309,1,0
2597,63600.0,118.056548,24.604736,118.182447,25.067359,1,0
2610,63600.0,118.241964,25.074278,118.136126,24.531815,3,1
2598,63600.0,118.164104,24.474158,118.181774,25.049448,1,0
2608,63600.0,118.212129,25.04099,118.149662,24.4938,1,1
2601,63600.0,118.187502,24.482755,118.196215,25.045393,1,0
2602,63600.0,118.182369,24.501971,118.206876,25.047692,1,0
2605,63600.0,118.033919,25.213242,118.075133,24.64045,1,1
2609,63600.0,118.079019,24.633511,118.047862,25.216839,1,0
2613,63603.0,118.14525,24.471305,118.050958,25.233645,1,0
2614,63617.0,118.167383,24.455169,118.200302,25.045564,1,0
2615,63662.0,118.19441,25.039208,118.100527,24.456227,2,1
2618,63687.0,118.145164,24.471135,118.050958,25.233645,1,0
2620,63708.0,118.194085,24.489743,118.192497,25.059271,1,0
2621,63709.0,118.049961,24.556209,118.17093,25.057356,1,0
2625,63756.0,118.171996,25.078504,118.14907,24.52482,1,1
2628,63787.0,118.189703,24.504263,118.235484,25.062556,1,0
2629,63800.0,118.160727,25.067272,118.1634,24.517295,2,1
2633,63903.0,118.15604,25.066578,118.123401,24.514354,1,1
2634,63907.0,118.113599,24.524114,118.058598,25.01561,1,0
2636,64000.0,118.15604,25.066578,118.123401,24.514354,1,1
2637,64036.0,118.189922,24.50426,118.235562,25.06254,1,0
2638,64094.0,118.080039,24.450094,118.058597,25.015608,3,0
2639,64141.0,118.19302,25.052704,118.149011,24.475384,1,1
2649,64200.0,118.196275,24.473977,118.180604,25.049309,1,0
2641,64200.0,118.165481,24.497269,118.191845,25.050126,1,0
2645,64200.0,118.139882,24.531551,118.196294,25.047346,1,0
2652,64200.0,118.097342,24.481623,118.204538,25.056117,1,0
2647,64200.0,118.193908,25.037713,118.151696,24.527114,1,1
2651,64200.0,118.079019,24.633511,118.163097,25.065061,1,0
2653,64242.0,118.092536,24.631988,118.201748,25.046916,1,0
2654,64248.0,118.061043,25.229917,118.163752,24.499318,1,1
2655,64261.0,118.192482,25.039915,118.125923,24.492693,1,1
2657,64268.0,118.053422,24.609656,118.191796,25.056076,1,0
2658,64272.0,118.19302,25.052704,118.149011,24.475384,2,1
2660,64331.0,118.181648,25.057817,118.117566,24.52294,1,1
2661,64354.0,118.152323,24.542164,118.191257,25.040309,1,0
2662,64358.0,118.164217,24.474244,118.235057,25.063549,1,0
2664,64398.0,118.165575,24.47255,118.1962,25.03829,2,0
2665,64403.0,118.18548,24.483446,118.016492,25.194555,1,0
2668,64544.0,118.072404,24.567029,118.199735,25.042586,1,0
2669,64545.0,118.168397,25.064718,118.140657,24.607417,1,1
2670,64563.0,118.118364,24.524994,118.049133,25.229754,3,0
2673,64608.0,118.153954,25.06122,118.125859,24.489626,1,1
2674,64645.0,118.165656,25.065871,118.065591,24.611985,1,1
2676,64716.0,118.165575,24.47255,118.1962,25.03829,2,0
2678,64765.0,118.107898,25.01834,118.092813,24.448179,1,1
2715,64800.0,118.005377,25.007014,118.111794,24.525049,1,1
2686,64800.0,118.208663,25.033662,118.121819,24.510903,1,1
2706,64800.0,118.160845,25.071151,118.13054,24.473898,1,1
2688,64800.0,118.064119,25.008551,118.111272,24.522018,1,1
2753,64800.0,118.055803,25.23794,118.082309,24.634095,1,1
2748,64800.0,118.189062,25.052096,118.079019,24.63351,1,1
2743,64800.0,118.197653,24.473782,118.202412,25.067959,1,0
2745,64800.0,118.163974,25.069683,118.110295,24.46546,1,1
2733,64800.0,118.19302,25.052704,118.149011,24.475384,1,1
2750,64800.0,118.089561,24.443182,118.104851,24.993948,1,0
2685,64800.0,118.207116,25.031298,118.148252,24.494046,1,1
2697,64800.0,118.187996,24.461071,118.16479,25.064838,1,0
2720,64800.0,118.179591,25.055083,118.1363,24.499511,1,1
2710,64800.0,118.201099,25.059429,118.164412,24.505296,1,1
2704,64800.0,118.066649,24.617508,118.22687,25.071478,1,0
2725,64800.0,118.137825,24.517926,118.206948,25.058051,1,0
2754,64800.0,118.123566,24.470021,118.013448,25.020697,1,0
2705,64800.0,118.006183,25.017264,118.180407,24.471665,1,1
2741,64800.0,118.197865,24.473826,118.202412,25.067959,1,0
2732,64800.0,118.191654,24.485759,118.17717,25.06366,1,0
2684,64800.0,118.23278,25.070725,118.178736,24.500656,1,1
2722,64800.0,118.121972,24.472469,118.194627,25.04392,1,0
2717,64800.0,118.102716,24.465316,118.207225,25.066226,1,0
2747,64800.0,118.232739,25.082738,118.079019,24.633512,1,1
2719,64800.0,118.091595,24.993753,118.079019,24.633511,1,1
2731,64800.0,118.144841,24.472665,118.006031,24.99819,1,0
2714,64800.0,118.240598,25.076563,118.136126,24.531815,2,1
2726,64800.0,118.16122,24.528326,118.049556,25.222283,1,0
2711,64800.0,117.954153,25.017832,118.098583,24.466918,1,1
2687,64800.0,118.197029,25.063359,118.182296,24.476885,1,1
2728,64800.0,118.191118,25.053333,118.093918,24.476971,1,1
2740,64800.0,118.16119,24.528321,118.007667,25.197399,1,0
2701,64800.0,118.171214,25.079149,118.145752,24.491946,1,1
2691,64800.0,118.069994,25.011491,118.036684,24.583128,1,1
2734,64800.0,118.083154,24.601525,118.092433,24.972893,1,0
2692,64800.0,118.204914,25.051382,118.179726,24.501575,1,1
2696,64800.0,118.195543,24.472164,118.198846,25.063863,1,0
2699,64800.0,118.137886,24.515475,118.201076,25.05817,1,0
2744,64800.0,118.207699,25.059097,118.152274,24.497433,1,1
2698,64800.0,118.09223,24.437428,118.204466,25.054614,1,0
2707,64800.0,118.204579,25.051514,118.178675,24.489255,1,1
2721,64800.0,118.191235,25.055889,118.19932,24.492828,1,1
2682,64800.0,118.181542,25.061102,118.089896,24.461843,1,1
2751,64800.0,118.077845,24.455353,118.179916,25.054503,1,0
2749,64800.0,118.056183,25.231793,118.166144,24.507168,1,1
2739,64800.0,118.027053,25.218675,118.078306,24.451899,1,1
2709,64800.0,118.204729,25.068452,118.101578,24.57489,1,1
2723,64800.0,118.18899,24.504546,117.948156,25.023365,1,0
2746,64800.0,118.161404,24.481857,118.041528,25.214233,1,0
2752,64800.0,118.19441,25.039208,118.121677,24.464412,1,1
2755,64865.0,118.200795,25.05818,118.159962,24.520168,1,1
